image_file,zone,color,image_id,class_id,class_name,defect_type_code,severity,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_norm,bbox_h_norm,area_norm
bumper_pearl_white_000853.jpg,bumper,pearl_white,000853,4.0,dust,DST,MINOR,0.9224,0.7901,0.363,0.8394,0.4525,0.0493,0.0895,0.004416
bumper_pearl_white_000853.jpg,bumper,pearl_white,000853,0.0,scratch,SCR,MINOR,0.8868,0.5406,0.4027,0.6524,0.517,0.1118,0.1143,0.012777
bumper_pearl_white_000853.jpg,bumper,pearl_white,000853,5.0,orange_peel,ORG,MINOR,0.6804,0.6977,0.2531,0.7549,0.3565,0.0572,0.1034,0.005914
bumper_pearl_white_000953.jpg,bumper,pearl_white,000953,0.0,scratch,SCR,MINOR,0.9251,0.3257,0.1291,0.5157,0.2194,0.1899,0.0903,0.017158
bumper_pearl_white_000953.jpg,bumper,pearl_white,000953,5.0,orange_peel,ORG,MINOR,0.9202,0.4787,0.6952,0.5515,0.8246,0.0727,0.1295,0.009418
bumper_pearl_white_000953.jpg,bumper,pearl_white,000953,5.0,orange_peel,ORG,MINOR,0.8683,0.8265,0.4439,0.9028,0.5739,0.0764,0.13,0.009925
bumper_red_000857.jpg,bumper,red,000857,0.0,scratch,SCR,MINOR,0.8983,0.2158,0.1171,0.3721,0.2766,0.1563,0.1594,0.024912
bumper_red_000857.jpg,bumper,red,000857,0.0,scratch,SCR,MINOR,0.8744,0.2522,0.2756,0.3924,0.3671,0.1402,0.0915,0.012826
bumper_red_000857.jpg,bumper,red,000857,4.0,dust,DST,MINOR,0.8682,0.3292,0.4186,0.3802,0.5047,0.051,0.0862,0.004397
bumper_red_000898.jpg,bumper,red,000898,2.0,paint_bubble,PBB,MINOR,0.9447,0.056,0.6629,0.1204,0.7559,0.0644,0.093,0.005994
bumper_silver_000827.jpg,bumper,silver,000827,0.0,scratch,SCR,MINOR,0.9168,0.2661,0.843,0.4481,0.9934,0.1819,0.1504,0.027354
bumper_silver_000854.jpg,bumper,silver,000854,0.0,scratch,SCR,MINOR,0.8909,0.6274,0.8184,0.7406,0.8633,0.1132,0.0449,0.005088
bumper_silver_000945.jpg,bumper,silver,000945,1.0,dent,DNT,MAJOR,0.9441,0.4252,0.3478,0.5044,0.488,0.0792,0.1402,0.011112
bumper_silver_000945.jpg,bumper,silver,000945,2.0,paint_bubble,PBB,MINOR,0.3998,0.3821,0.4572,0.4169,0.5279,0.0348,0.0707,0.002459
bumper_white_000808.jpg,bumper,white,000808,,,,,,,,,,,,
bumper_white_000811.jpg,bumper,white,000811,1.0,dent,DNT,MAJOR,0.9442,0.4617,0.2529,0.5463,0.4036,0.0846,0.1507,0.012749
bumper_white_000968.jpg,bumper,white,000968,2.0,paint_bubble,PBB,MINOR,0.9248,0.7201,0.2977,0.7694,0.4063,0.0493,0.1085,0.00535
bumper_white_000968.jpg,bumper,white,000968,2.0,paint_bubble,PBB,MINOR,0.9127,0.4371,0.2137,0.4917,0.2826,0.0546,0.069,0.003767
fender_black_000807.jpg,fender,black,000807,2.0,paint_bubble,PBB,MINOR,0.8751,0.222,0.4389,0.2724,0.5427,0.0504,0.1038,0.005232
fender_black_000807.jpg,fender,black,000807,3.0,paint_drip,PDR,MINOR,0.8044,0.3476,0.1145,0.3637,0.2693,0.0161,0.1548,0.002492
fender_black_000984.jpg,fender,black,000984,0.0,scratch,SCR,MINOR,0.868,0.7841,0.4507,0.9225,0.59,0.1384,0.1392,0.019275
fender_blue_000831.jpg,fender,blue,000831,4.0,dust,DST,MINOR,0.8697,0.7675,0.5125,0.812,0.5959,0.0446,0.0833,0.003713
fender_blue_000938.jpg,fender,blue,000938,1.0,dent,DNT,MAJOR,0.9433,0.2024,0.7229,0.2877,0.8771,0.0853,0.1542,0.013158
fender_blue_000938.jpg,fender,blue,000938,3.0,paint_drip,PDR,MINOR,0.8104,0.4497,0.1559,0.4645,0.2804,0.0148,0.1245,0.00184
fender_blue_000997.jpg,fender,blue,000997,1.0,dent,DNT,MAJOR,0.9224,0.6246,0.1167,0.6954,0.2434,0.0708,0.1267,0.008974
fender_blue_000997.jpg,fender,blue,000997,0.0,scratch,SCR,MINOR,0.92,0.6689,0.8451,0.794,0.9524,0.125,0.1073,0.013416
fender_blue_000997.jpg,fender,blue,000997,0.0,scratch,SCR,MINOR,0.866,0.4931,0.7531,0.5572,0.822,0.0641,0.0688,0.004411
fender_bronze_000835.jpg,fender,bronze,000835,4.0,dust,DST,MINOR,0.8731,0.1113,0.6869,0.1608,0.7708,0.0495,0.0839,0.004157
fender_bronze_000840.jpg,fender,bronze,000840,2.0,paint_bubble,PBB,MINOR,0.8741,0.494,0.1342,0.5388,0.2071,0.0447,0.0729,0.003262
fender_bronze_000840.jpg,fender,bronze,000840,7.0,gap_fault,GAP,CRITICAL,0.4919,0.1426,0.7205,0.8805,0.7549,0.7379,0.0345,0.025448
fender_bronze_000840.jpg,fender,bronze,000840,7.0,gap_fault,GAP,CRITICAL,0.4834,0.2679,0.7194,1.0,0.7569,0.7321,0.0375,0.027483
fender_bronze_000840.jpg,fender,bronze,000840,7.0,gap_fault,GAP,CRITICAL,0.3928,0.0322,0.7186,0.753,0.7556,0.7209,0.037,0.026679
fender_bronze_000866.jpg,fender,bronze,000866,4.0,dust,DST,MINOR,0.8757,0.8723,0.8177,0.9071,0.9094,0.0348,0.0916,0.003192
fender_bronze_000866.jpg,fender,bronze,000866,6.0,crack,CRK,CRITICAL,0.8689,0.8263,0.5663,1.0,0.7056,0.1737,0.1393,0.024204
fender_bronze_000964.jpg,fender,bronze,000964,,,,,,,,,,,,
fender_bronze_000977.jpg,fender,bronze,000977,1.0,dent,DNT,MAJOR,0.9258,0.3454,0.1682,0.407,0.2809,0.0617,0.1127,0.006947
fender_gray_000834.jpg,fender,gray,000834,1.0,dent,DNT,MAJOR,0.9336,0.8737,0.3,0.9491,0.433,0.0754,0.133,0.010027
fender_gray_000871.jpg,fender,gray,000871,0.0,scratch,SCR,MINOR,0.8235,0.5226,0.2893,0.6956,0.3143,0.173,0.025,0.004325
fender_gray_000912.jpg,fender,gray,000912,0.0,scratch,SCR,MINOR,0.9051,0.1198,0.4283,0.277,0.5762,0.1572,0.1479,0.02325
fender_gray_000912.jpg,fender,gray,000912,0.0,scratch,SCR,MINOR,0.8755,0.5792,0.4469,0.7324,0.5315,0.1532,0.0847,0.012974
fender_gray_000912.jpg,fender,gray,000912,3.0,paint_drip,PDR,MINOR,0.7721,0.7803,0.1335,0.7938,0.2806,0.0135,0.147,0.001981
fender_green_000836.jpg,fender,green,000836,3.0,paint_drip,PDR,MINOR,0.9087,0.7831,0.4174,0.8018,0.6045,0.0188,0.1871,0.003514
fender_green_000958.jpg,fender,green,000958,1.0,dent,DNT,MAJOR,0.9544,0.6272,0.1476,0.7034,0.2818,0.0762,0.1342,0.010219
fender_green_000958.jpg,fender,green,000958,0.0,scratch,SCR,MINOR,0.852,0.7954,0.9085,0.8718,0.9528,0.0764,0.0443,0.003384
fender_green_000958.jpg,fender,green,000958,7.0,gap_fault,GAP,CRITICAL,0.4828,0.0412,0.3298,0.7837,0.3696,0.7425,0.0398,0.029537
fender_green_000958.jpg,fender,green,000958,7.0,gap_fault,GAP,CRITICAL,0.4593,0.1914,0.3297,0.9335,0.3699,0.742,0.0401,0.029779
fender_green_000958.jpg,fender,green,000958,7.0,gap_fault,GAP,CRITICAL,0.4284,0.3176,0.328,1.0,0.3707,0.6824,0.0427,0.029171
fender_navy_000903.jpg,fender,navy,000903,1.0,dent,DNT,MAJOR,0.8906,0.346,0.1522,0.408,0.266,0.062,0.1138,0.007053
fender_navy_000963.jpg,fender,navy,000963,,,,,,,,,,,,
fender_pearl_white_000801.jpg,fender,pearl_white,000801,2.0,paint_bubble,PBB,MINOR,0.8997,0.7234,0.2399,0.7852,0.3213,0.0618,0.0814,0.005029
fender_pearl_white_000821.jpg,fender,pearl_white,000821,,,,,,,,,,,,
fender_pearl_white_000935.jpg,fender,pearl_white,000935,0.0,scratch,SCR,MINOR,0.8976,0.2269,0.0512,0.3738,0.1541,0.1469,0.103,0.015126
fender_pearl_white_000971.jpg,fender,pearl_white,000971,1.0,dent,DNT,MAJOR,0.9364,0.7337,0.057,0.8333,0.2309,0.0995,0.1739,0.017309
fender_pearl_white_000971.jpg,fender,pearl_white,000971,1.0,dent,DNT,MAJOR,0.9049,0.1505,0.2722,0.2144,0.3841,0.0639,0.1119,0.007154
fender_red_000802.jpg,fender,red,000802,,,,,,,,,,,,
fender_red_000919.jpg,fender,red,000919,2.0,paint_bubble,PBB,MINOR,0.9621,0.6025,0.6363,0.6571,0.7424,0.0546,0.1061,0.005793
fender_red_000919.jpg,fender,red,000919,1.0,dent,DNT,MAJOR,0.9496,0.33,0.2831,0.4056,0.4176,0.0755,0.1345,0.010161
fender_red_000955.jpg,fender,red,000955,7.0,gap_fault,GAP,CRITICAL,0.4181,0.1415,0.4487,0.8834,0.4886,0.7419,0.0399,0.029603
fender_red_000955.jpg,fender,red,000955,7.0,gap_fault,GAP,CRITICAL,0.3755,0.2657,0.448,1.0,0.4898,0.7343,0.0418,0.030686
fender_white_000846.jpg,fender,white,000846,2.0,paint_bubble,PBB,MINOR,0.9064,0.0466,0.2284,0.0966,0.3316,0.0499,0.1032,0.005154
fender_white_000967.jpg,fender,white,000967,1.0,dent,DNT,MAJOR,0.9483,0.3556,0.7724,0.4553,0.9478,0.0997,0.1754,0.017494
fender_white_000967.jpg,fender,white,000967,1.0,dent,DNT,MAJOR,0.9145,0.2354,0.6883,0.2887,0.785,0.0533,0.0966,0.005155
front_door_blue_000852.jpg,front_door,blue,000852,,,,,,,,,,,,
front_door_blue_000855.jpg,front_door,blue,000855,2.0,paint_bubble,PBB,MINOR,0.8911,0.4593,0.5518,0.5146,0.6238,0.0553,0.072,0.003985
front_door_blue_000994.jpg,front_door,blue,000994,0.0,scratch,SCR,MINOR,0.8714,0.3266,0.4151,0.4498,0.5539,0.1232,0.1388,0.017094
front_door_bronze_000876.jpg,front_door,bronze,000876,,,,,,,,,,,,
front_door_gray_000929.jpg,front_door,gray,000929,7.0,gap_fault,GAP,CRITICAL,0.6024,0.2547,0.1122,0.2756,0.7758,0.0209,0.6636,0.013871
front_door_green_000901.jpg,front_door,green,000901,,,,,,,,,,,,
front_door_green_000993.jpg,front_door,green,000993,0.0,scratch,SCR,MINOR,0.9114,0.7738,0.8209,0.8562,0.875,0.0824,0.0541,0.004459
front_door_green_000993.jpg,front_door,green,000993,5.0,orange_peel,ORG,MINOR,0.8511,0.1136,0.4008,0.1826,0.521,0.069,0.1203,0.008301
front_door_navy_000818.jpg,front_door,navy,000818,4.0,dust,DST,MINOR,0.842,0.2253,0.6956,0.2689,0.7696,0.0436,0.074,0.00323
front_door_navy_000818.jpg,front_door,navy,000818,5.0,orange_peel,ORG,MINOR,0.8294,0.2564,0.1052,0.35,0.2602,0.0935,0.155,0.014499
front_door_navy_000843.jpg,front_door,navy,000843,1.0,dent,DNT,MAJOR,0.9437,0.7389,0.2543,0.8381,0.4322,0.0991,0.1779,0.017638
front_door_navy_000843.jpg,front_door,navy,000843,1.0,dent,DNT,MAJOR,0.9091,0.3707,0.2912,0.4342,0.4049,0.0635,0.1137,0.007221
front_door_navy_000895.jpg,front_door,navy,000895,5.0,orange_peel,ORG,MINOR,0.7409,0.1949,0.1311,0.28,0.2911,0.0851,0.16,0.013619
front_door_pearl_white_000883.jpg,front_door,pearl_white,000883,4.0,dust,DST,MINOR,0.8907,0.5723,0.1114,0.618,0.194,0.0458,0.0826,0.003781
front_door_pearl_white_000900.jpg,front_door,pearl_white,000900,,,,,,,,,,,,
front_door_pearl_white_000927.jpg,front_door,pearl_white,000927,2.0,paint_bubble,PBB,MINOR,0.9052,0.2733,0.5415,0.3198,0.6306,0.0464,0.0891,0.004136
front_door_pearl_white_000927.jpg,front_door,pearl_white,000927,3.0,paint_drip,PDR,MINOR,0.87,0.4342,0.3242,0.4524,0.5173,0.0181,0.1931,0.003503
front_door_pearl_white_000927.jpg,front_door,pearl_white,000927,2.0,paint_bubble,PBB,MINOR,0.8398,0.7157,0.4353,0.7447,0.5149,0.029,0.0795,0.002306
front_door_pearl_white_000961.jpg,front_door,pearl_white,000961,2.0,paint_bubble,PBB,MINOR,0.8629,0.5384,0.5692,0.5765,0.64,0.0381,0.0708,0.002696
front_door_pearl_white_000961.jpg,front_door,pearl_white,000961,0.0,scratch,SCR,MINOR,0.8023,0.4999,0.1036,0.6542,0.1425,0.1543,0.0389,0.006005
front_door_red_000869.jpg,front_door,red,000869,,,,,,,,,,,,
front_door_red_000974.jpg,front_door,red,000974,0.0,scratch,SCR,MINOR,0.8186,0.2582,0.2158,0.3764,0.3111,0.1182,0.0954,0.011274
front_door_red_000974.jpg,front_door,red,000974,7.0,gap_fault,GAP,CRITICAL,0.3022,0.2545,0.2679,0.278,0.9306,0.0235,0.6627,0.015586
front_door_silver_000845.jpg,front_door,silver,000845,0.0,scratch,SCR,MINOR,0.9088,0.1267,0.3645,0.2166,0.421,0.0899,0.0565,0.005081
front_door_silver_000932.jpg,front_door,silver,000932,0.0,scratch,SCR,MINOR,0.923,0.3722,0.2948,0.5595,0.3781,0.1873,0.0833,0.0156
front_door_silver_000981.jpg,front_door,silver,000981,2.0,paint_bubble,PBB,MINOR,0.942,0.7355,0.465,0.7985,0.578,0.0629,0.113,0.007114
front_door_silver_000981.jpg,front_door,silver,000981,5.0,orange_peel,ORG,MINOR,0.7969,0.6461,0.5908,0.7118,0.7043,0.0657,0.1135,0.007459
front_door_white_000949.jpg,front_door,white,000949,,,,,,,,,,,,
hood_black_000864.jpg,hood,black,000864,2.0,paint_bubble,PBB,MINOR,0.8541,0.5889,0.0609,0.6346,0.1572,0.0458,0.0963,0.004409
hood_black_000913.jpg,hood,black,000913,0.0,scratch,SCR,MINOR,0.9209,0.7139,0.6703,0.797,0.7367,0.0831,0.0663,0.005508
hood_black_000913.jpg,hood,black,000913,3.0,paint_drip,PDR,MINOR,0.8707,0.1291,0.0794,0.1518,0.2218,0.0227,0.1424,0.003234
hood_black_000913.jpg,hood,black,000913,0.0,scratch,SCR,MINOR,0.8042,0.7506,0.0563,0.9117,0.0884,0.1611,0.0321,0.005177
hood_black_000985.jpg,hood,black,000985,1.0,dent,DNT,MAJOR,0.9277,0.3838,0.629,0.4764,0.7974,0.0926,0.1685,0.0156
hood_black_000985.jpg,hood,black,000985,4.0,dust,DST,MINOR,0.8117,0.44,0.7983,0.4873,0.8748,0.0473,0.0765,0.003616
hood_blue_000847.jpg,hood,blue,000847,,,,,,,,,,,,
hood_bronze_000885.jpg,hood,bronze,000885,3.0,paint_drip,PDR,MINOR,0.8562,0.1559,0.2871,0.1758,0.4461,0.0199,0.159,0.003162
hood_gray_000906.jpg,hood,gray,000906,0.0,scratch,SCR,MINOR,0.8957,0.5035,0.5843,0.6436,0.6894,0.1401,0.105,0.014717
hood_gray_000906.jpg,hood,gray,000906,1.0,dent,DNT,MAJOR,0.8813,0.65,0.3635,0.7264,0.4885,0.0765,0.125,0.009559
hood_gray_000978.jpg,hood,gray,000978,0.0,scratch,SCR,MINOR,0.8834,0.5028,0.5063,0.649,0.6572,0.1462,0.1509,0.022058
hood_green_000915.jpg,hood,green,000915,1.0,dent,DNT,MAJOR,0.9638,0.7248,0.5545,0.8094,0.704,0.0846,0.1495,0.012643
hood_green_000915.jpg,hood,green,000915,4.0,dust,DST,MINOR,0.8792,0.5714,0.5898,0.6156,0.6797,0.0443,0.0899,0.003977
hood_navy_000849.jpg,hood,navy,000849,1.0,dent,DNT,MAJOR,0.9266,0.3968,0.1294,0.4647,0.2515,0.0679,0.1221,0.008283
hood_navy_000934.jpg,hood,navy,000934,7.0,gap_fault,GAP,CRITICAL,0.6178,0.6585,0.1789,0.6821,0.8425,0.0236,0.6637,0.01564
hood_pearl_white_000814.jpg,hood,pearl_white,000814,1.0,dent,DNT,MAJOR,0.9486,0.4793,0.3378,0.5741,0.5045,0.0948,0.1667,0.015805
hood_pearl_white_000814.jpg,hood,pearl_white,000814,1.0,dent,DNT,MAJOR,0.932,0.2118,0.5631,0.2811,0.6879,0.0693,0.1248,0.008655
hood_pearl_white_000859.jpg,hood,pearl_white,000859,1.0,dent,DNT,MAJOR,0.9414,0.0989,0.5421,0.1723,0.672,0.0734,0.1299,0.009538
hood_pearl_white_000859.jpg,hood,pearl_white,000859,0.0,scratch,SCR,MINOR,0.8882,0.3106,0.5718,0.483,0.6558,0.1724,0.0839,0.014471
hood_pearl_white_000862.jpg,hood,pearl_white,000862,0.0,scratch,SCR,MINOR,0.8841,0.1315,0.8723,0.2185,0.9102,0.0869,0.0379,0.003292
hood_red_000817.jpg,hood,red,000817,0.0,scratch,SCR,MINOR,0.8885,0.7828,0.5866,0.9127,0.6526,0.1299,0.066,0.008572
hood_red_000870.jpg,hood,red,000870,1.0,dent,DNT,MAJOR,0.947,0.4581,0.5524,0.5288,0.68,0.0708,0.1277,0.009032
hood_red_000973.jpg,hood,red,000973,0.0,scratch,SCR,MINOR,0.831,0.3909,0.8567,0.5068,0.8817,0.116,0.0249,0.002893
hood_red_000973.jpg,hood,red,000973,7.0,gap_fault,GAP,CRITICAL,0.4927,0.5893,0.1785,0.6138,0.8429,0.0245,0.6643,0.016258
hood_silver_000910.jpg,hood,silver,000910,3.0,paint_drip,PDR,MINOR,0.9336,0.3697,0.3504,0.3938,0.5571,0.0241,0.2068,0.004983
hood_silver_000917.jpg,hood,silver,000917,7.0,gap_fault,GAP,CRITICAL,0.4864,0.0154,0.4244,0.7595,0.4644,0.7441,0.04,0.029772
hood_silver_000917.jpg,hood,silver,000917,7.0,gap_fault,GAP,CRITICAL,0.482,0.1657,0.4249,0.9092,0.4627,0.7435,0.0379,0.028147
hood_silver_000917.jpg,hood,silver,000917,7.0,gap_fault,GAP,CRITICAL,0.4457,0.2911,0.4246,1.0,0.4638,0.7089,0.0393,0.027831
hood_silver_000982.jpg,hood,silver,000982,0.0,scratch,SCR,MINOR,0.8709,0.7386,0.1728,0.8669,0.2248,0.1282,0.0521,0.006678
hood_white_000911.jpg,hood,white,000911,,,,,,,,,,,,
hood_white_000926.jpg,hood,white,000926,4.0,dust,DST,MINOR,0.8886,0.1364,0.4342,0.1774,0.516,0.041,0.0818,0.003352
hood_white_001000.jpg,hood,white,001000,2.0,paint_bubble,PBB,MINOR,0.8907,0.7103,0.0777,0.7635,0.1664,0.0532,0.0887,0.004721
hood_white_001000.jpg,hood,white,001000,4.0,dust,DST,MINOR,0.8776,0.7127,0.4665,0.7576,0.5529,0.0448,0.0864,0.003872
hood_white_001000.jpg,hood,white,001000,0.0,scratch,SCR,MINOR,0.8558,0.6489,0.8788,0.7157,0.9484,0.0668,0.0695,0.004645
rear_door_black_000819.jpg,rear_door,black,000819,5.0,orange_peel,ORG,MINOR,0.8422,0.7183,0.5834,0.7931,0.7086,0.0748,0.1252,0.009363
rear_door_black_000979.jpg,rear_door,black,000979,0.0,scratch,SCR,MINOR,0.9345,0.6208,0.2132,0.8118,0.2861,0.191,0.0729,0.013935
rear_door_blue_000894.jpg,rear_door,blue,000894,0.0,scratch,SCR,MINOR,0.9392,0.8278,0.0705,0.9031,0.1468,0.0753,0.0762,0.005737
rear_door_blue_000897.jpg,rear_door,blue,000897,1.0,dent,DNT,MAJOR,0.9351,0.2683,0.572,0.3338,0.6893,0.0655,0.1173,0.007683
rear_door_blue_000992.jpg,rear_door,blue,000992,0.0,scratch,SCR,MINOR,0.8118,0.2249,0.5584,0.3118,0.5915,0.0869,0.0331,0.002876
rear_door_bronze_000874.jpg,rear_door,bronze,000874,1.0,dent,DNT,MAJOR,0.9546,0.3763,0.1877,0.4743,0.3602,0.098,0.1724,0.016903
rear_door_bronze_000874.jpg,rear_door,bronze,000874,2.0,paint_bubble,PBB,MINOR,0.8931,0.6954,0.6838,0.7473,0.7863,0.052,0.1025,0.005326
rear_door_bronze_000893.jpg,rear_door,bronze,000893,4.0,dust,DST,MINOR,0.8986,0.8681,0.1849,0.9174,0.2564,0.0493,0.0716,0.003531
rear_door_bronze_000989.jpg,rear_door,bronze,000989,,,,,,,,,,,,
rear_door_gray_000837.jpg,rear_door,gray,000837,,,,,,,,,,,,
rear_door_gray_000948.jpg,rear_door,gray,000948,0.0,scratch,SCR,MINOR,0.8312,0.2686,0.2215,0.3443,0.26,0.0758,0.0385,0.002917
rear_door_green_000812.jpg,rear_door,green,000812,3.0,paint_drip,PDR,MINOR,0.8214,0.1011,0.4327,0.122,0.5828,0.0209,0.1501,0.00314
rear_door_green_000905.jpg,rear_door,green,000905,4.0,dust,DST,MINOR,0.9069,0.7586,0.3825,0.8075,0.4695,0.049,0.087,0.004259
rear_door_green_000905.jpg,rear_door,green,000905,5.0,orange_peel,ORG,MINOR,0.9065,0.4558,0.5463,0.5372,0.695,0.0814,0.1487,0.012105
rear_door_navy_000861.jpg,rear_door,navy,000861,5.0,orange_peel,ORG,MINOR,0.8165,0.424,0.4254,0.4927,0.5425,0.0687,0.1172,0.008051
rear_door_pearl_white_000823.jpg,rear_door,pearl_white,000823,2.0,paint_bubble,PBB,MINOR,0.9161,0.4278,0.6349,0.4833,0.7114,0.0555,0.0765,0.00425
rear_door_pearl_white_000825.jpg,rear_door,pearl_white,000825,4.0,dust,DST,MINOR,0.9025,0.8318,0.4098,0.8755,0.4964,0.0436,0.0866,0.00378
rear_door_pearl_white_000856.jpg,rear_door,pearl_white,000856,,,,,,,,,,,,
rear_door_pearl_white_000881.jpg,rear_door,pearl_white,000881,5.0,orange_peel,ORG,MINOR,0.8772,0.1015,0.0869,0.2051,0.2633,0.1037,0.1764,0.018286
rear_door_pearl_white_000881.jpg,rear_door,pearl_white,000881,3.0,paint_drip,PDR,MINOR,0.7998,0.7812,0.2042,0.7985,0.3788,0.0173,0.1746,0.003024
rear_door_pearl_white_000902.jpg,rear_door,pearl_white,000902,,,,,,,,,,,,
rear_door_pearl_white_000969.jpg,rear_door,pearl_white,000969,0.0,scratch,SCR,MINOR,0.8356,0.6597,0.0619,0.8063,0.1342,0.1466,0.0723,0.010596
rear_door_pearl_white_000969.jpg,rear_door,pearl_white,000969,5.0,orange_peel,ORG,MINOR,0.8219,0.1519,0.1328,0.2342,0.2806,0.0823,0.1478,0.012165
rear_door_red_000875.jpg,rear_door,red,000875,0.0,scratch,SCR,MINOR,0.9027,0.3076,0.313,0.4796,0.4837,0.172,0.1707,0.029348
rear_door_red_000886.jpg,rear_door,red,000886,6.0,crack,CRK,CRITICAL,0.8357,0.8322,0.2281,0.9953,0.31,0.163,0.0819,0.01336
rear_door_red_000891.jpg,rear_door,red,000891,0.0,scratch,SCR,MINOR,0.9299,0.4072,0.1669,0.5696,0.2503,0.1624,0.0834,0.013542
rear_door_silver_000928.jpg,rear_door,silver,000928,2.0,paint_bubble,PBB,MINOR,0.8981,0.6894,0.5527,0.7508,0.6337,0.0614,0.0811,0.004975
rear_door_silver_000928.jpg,rear_door,silver,000928,4.0,dust,DST,MINOR,0.8559,0.1692,0.4579,0.2135,0.5106,0.0443,0.0527,0.002334
rear_door_white_000909.jpg,rear_door,white,000909,2.0,paint_bubble,PBB,MINOR,0.8161,0.5042,0.4233,0.537,0.527,0.0328,0.1038,0.003409
rear_door_white_000990.jpg,rear_door,white,000990,2.0,paint_bubble,PBB,MINOR,0.888,0.5509,0.1403,0.5993,0.2204,0.0483,0.08,0.003869
rear_door_white_000990.jpg,rear_door,white,000990,5.0,orange_peel,ORG,MINOR,0.6824,0.6713,0.0968,0.7325,0.2036,0.0612,0.1068,0.006535
rocker_black_000839.jpg,rocker,black,000839,7.0,gap_fault,GAP,CRITICAL,0.4855,0.4183,0.201,0.4423,0.8646,0.024,0.6636,0.015943
rocker_black_000839.jpg,rocker,black,000839,7.0,gap_fault,GAP,CRITICAL,0.398,0.4187,0.0904,0.4407,0.7521,0.022,0.6617,0.014583
rocker_blue_000826.jpg,rocker,blue,000826,1.0,dent,DNT,MAJOR,0.9511,0.699,0.7341,0.7767,0.8732,0.0776,0.1391,0.010796
rocker_blue_000826.jpg,rocker,blue,000826,1.0,dent,DNT,MAJOR,0.9393,0.3308,0.1062,0.4304,0.2868,0.0995,0.1807,0.017985
rocker_blue_000826.jpg,rocker,blue,000826,0.0,scratch,SCR,MINOR,0.9064,0.0626,0.6031,0.2149,0.7524,0.1522,0.1493,0.022732
